name	cuisines	rank	nreviews	address	phone	website	score	food	service	value	new_address	location	point
Patagonia Paraguay y Uruguay		#2.648 de 5.004 	4.0	Paraguay 1448, Buenos Aires Argentina	+54 9 11 2085-9696		5.0				Paraguay 1448, CABA, Argentina	1448, Paraguay, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 1061, Argentina	(-34.598393189795914, -58.38754579591836, 0.0)
Cafe Bar Mar Azul	Argentina, Sudamericana	#2.650 de 5.004 	6.0	Tucumán 1700, Buenos Aires C1050AAH Argentina	+54 9 11 5963-2944	http://cafemarazul.wixsite.com/cafemarazul	4.5				Tucumán 1700, CABA, Argentina	1700, Tucumán, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1050, Argentina	(-34.601969, -58.3911893, 0.0)
Lucciano's Recoleta	Café	#2.655 de 5.004 	4.0	Larrea 1557 Larrea y Peña, Buenos Aires 1128 Argentina	+54 11 4804-7931	http://www.luccianos.com.ar/	5.0				Larrea 1557, CABA, Argentina	1557, Larrea, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 1125, Argentina	(-34.58918989219435, -58.39806394591882, 0.0)
Patagonia Distrito Arcos		#2.658 de 5.004 	6.0	Calle Paraguay 4979, Buenos Aires C1425BTA Argentina	+54 9 11 3691-7094		4.0				Paraguay 4979, CABA, Argentina	Le Pain Quotidien, 4979, Paraguay, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, 1425, Argentina	(-34.5809, -58.4284792, 0.0)
Stella Maris		#2.668 de 5.004 	7.0	Avenida de Los Constituyentes 3515, Buenos Aires C1431EXA Argentina	+54 11 4571-4225		4.5				de Los Constituyentes 3515, CABA, Argentina	De Los Constituyentes, Avenida de los Constituyentes, Parque Chas, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1431EGH, Argentina	(-34.58653219999999, -58.48687819999999, 0.0)
Barcelona Asturias Pizzeria	Reservas	#2.674 de 5.004 	11.0	Avenida Cordoba 5895, Buenos Aires C1414BBE Argentina	+54 11 4776-2882		4.0	4.0	4.0	4.5	Cordoba 5895, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
El Viejo Almacen		#2.678 de 5.004 	7.0	Balcarce 799, Buenos Aires Argentina	+54 11 4307-7388	https://www.facebook.com/viejoalmacentangoshow/	4.0				Balcarce 799, CABA, Argentina	El Viejo Almacén, 799, Balcarce, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAC, Argentina	(-34.6170505, -58.3700397, 0.0)
BRAZOLADA	Cena, Almuerzo	#2.684 de 5.004 	22.0	Calle Gral Simon Bolivar 690, Buenos Aires C1066AAN Argentina	+54 11 4331-5313		3.5	4.0	4.0	4.0	Gral Simon Bolivar 690, CABA, Argentina		
Velazco Disqueria & Bar	Cervecería, Comida rápida, Pub, Comida de calle	#2.687 de 5.004 	6.0	Calle Juan Ramirez de Velazco 492, Buenos Aires C1414AQJ Argentina	+54 11 3436-6465	http://www.facebook.com/VelazcoDisqueriaBar	4.0				Juan Ramirez de Velazco 492, CABA, Argentina		
Mi Gusto		#2.690 de 5.004 	4.0	Av. Cnel. Niceto Vega 5795, Buenos Aires C1414BFG Argentina	+54 11 4775-3500	http://www.migustoesdiferente.com.ar/	4.5				Cnel. Niceto Vega 5795, CABA, Argentina		
Cafe Biscottini		#2.706 de 5.004 	12.0	Aràoz 2701, Buenos Aires Argentina	+54 11 4833-6286	https://www.facebook.com/BISCOTTINI	4.0	4.0	4.0	4.0	Aràoz 2701, CABA, Argentina	2701, Aráoz, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425DGQ, Argentina	(-34.5846631, -58.4132553, 0.0)
La Cacerola	Comida para llevar, Reservas, Asiento	#2.712 de 5.004 	16.0	Salta 490, Buenos Aires C1095AAQ CABA Argentina	+54 11 4381-2920		4.0	4.0	4.5	4.0	Salta 490, CABA, Argentina	490, Salta, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1091ABA, Argentina	(-34.614171612244895, -58.38308376530612, 0.0)
Bar Cerini	Reservas	#2.720 de 5.004 	5.0	Arias 4745, Buenos Aires 1430 Argentina	+54 11 4545-5662		4.5				Arias 4745, CABA, Argentina	4745, Arias, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DQQ, Argentina	(-34.552098367346936, -58.495138734693874, 0.0)
Benavente Bar & Cafe	Cervecería, Pub, Bar, Café, Delicatessen, Bar de vinos	#2.723 de 5.004 	4.0	Calle Jose Ignacio Gorriti 4191, Buenos Aires C1172ACO Argentina	+54 11 4545-5662		5.0				Jose Ignacio Gorriti 4191, CABA, Argentina		
Negro Cueva de Café	Desayuno	#294 de 438 casas de café y té en Buenos Aires	14.0	Calle Marcelo T de Alvear 790, Buenos Aires C1058AAJ Argentina	+54 11 6457-7188	https://www.facebook.com/NEGROCUEVADECAFE/	4.0	3.5	3.5	3.5	Marcelo T de Alvear 790, CABA, Argentina	790, Marcelo T. de Alvear, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1054AAQ, Argentina	(-34.59643047831328, -58.37822277930428, 0.0)
Costumbres Argentinas		#2.728 de 5.004 	7.0	Av. Federico Lacroze 4160, Buenos Aires C1427EDT Argentina	+54 63258963	http://costumbres.com.ar/	4.0				Federico Lacroze 4160, CABA, Argentina	Federico Lacroze, Avenida Federico Lacroze, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427BPG, Argentina	(-34.5867518, -58.4554902, 0.0)
R.S Restaurant & Bar	Bar, Asiática, Pub, Fusión, China	#2.738 de 5.004 	7.0	Defensa 722, Buenos Aires Argentina	+54 11 3766-2333		4.5				Defensa 722, CABA, Argentina	722, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.61630403913043, -58.37163353043478, 0.0)
Doble Seis		#2.746 de 5.004 	10.0	Gascon 1355, Buenos Aires Argentina	48603035	http://www.facebook.com/Doble-Seis-1701065073439035	4.0	4.0	4.0		Gascon 1355, CABA, Argentina	Doble Seis, 1355, Gascón, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1181ADA, Argentina	(-34.5945747, -58.4228627, 0.0)
Hola! Sinior Shawarma	Almuerzo, Cena	#2.748 de 5.004 	32.0	Calle Honduras 5328, Buenos Aires C1414BMX Argentina	+54 9 11 4834-6118	http://www.siniorshawarma.com/	3.5	3.5	3.0	3.0	Honduras 5328, CABA, Argentina	5328, Honduras, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, 6660, Argentina	(-34.586628610344825, -58.43328367931034, 0.0)
Kentucky Pizzerìa	Almuerzo, Cena	#2.759 de 5.004 	31.0	Avenida Santa Fe 4202 intersecciòn calle Thames, Buenos Aires C1425BHR Argentina	47783316	http://www.pizzeriaskentucky.com/	3.5	3.5	3.5	3.5	Santa Fe 4202, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Hotel La Argentina	Desayuno	#2.764 de 5.004 	14.0	Avenida de Mayo 860 1er Piso, Buenos Aires C1084AAQ Argentina	+54 11 4342-0078		4.0				de Mayo 860, CABA, Argentina		
Dean & Dennys	Estadounidense, Comida rápida	#2.766 de 5.004 	17.0	Avenida Santa Fe 3212 Barrio Norte, Buenos Aires C1425BGU Argentina	+54 11 4821-5507	http://www.deananddennys.com/	3.5	4.0	4.0	4.0	Santa Fe 3212, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Logia Ahumados	Argentina, Sudamericana	#2.787 de 5.004 	4.0	Calle Bonpland 1611, Buenos Aires C1414CMS Argentina	+54 9 11 2671-7538	http://www.logiaahumados.com/	5.0				Bonpland 1611, CABA, Argentina	1611, Bonpland, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.58405307142857, -58.43801192244898, 0.0)
Mr. Jordan	Almuerzo, Cena	#2.788 de 5.004 	11.0	Larrazabal 399, Buenos Aires Argentina	46413558	http://www.facebook.com/MrJordanClub/	4.0				Larrazabal 399, CABA, Argentina	399, Larrazábal, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAU, Argentina	(-34.6433008, -58.5125274, 0.0)
Fame	Desayuno	#2.789 de 5.004 	22.0	Avenida Cabildo 2921 Altura Av. Congreso, Buenos Aires C1429AAA Argentina	+54 11 4785-1313	http://www.famevirtual.com/	3.5	3.5	3.5	3.5	Cabildo 2921, CABA, Argentina	Cabildo de Buenos Aires, 65, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAA, Argentina	(-34.608893800000004, -58.373704422034706, 0.0)
American Deli	Almuerzo, Cena	#2.794 de 5.004 	41.0	Peru 81, Buenos Aires Argentina	+54 11 4785-1313		3.5	3.5	3.0	3.5	Peru 81, CABA, Argentina	81, Perú, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1084AAA, Argentina	(-34.6089791125, -58.374976649999994, 0.0)
On Tap	Comida rápida, Sudamericana	#2.798 de 5.004 	12.0	Calle Gral Miguel de Azcuenaga 1781 Frente a la Facultad de Ingeniería, Buenos Aires C1128AAC Argentina	4806-6279	http://www.ontap.com.ar/	3.5				Gral Miguel de Azcuenaga 1781, CABA, Argentina		
Las Azucenas		#2.800 de 5.004 	8.0	Calle Boulogne sur Mer 542, Buenos Aires C1213AAH Argentina	+54 11 4861-7644		4.5	4.0	3.5	3.5	Boulogne sur Mer 542, CABA, Argentina	542, Boulogne Sur Mer, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1187AAN, Argentina	(-34.60386383061224, -58.40656603061225, 0.0)
Burger King	Comida para llevar	#2.813 de 5.004 	24.0	Vedia 3632 Local 301, Plaza Dot Baires Shopping, Buenos Aires 1430 Argentina	+54 11 4861-7644		3.5	3.0	3.5	3.0	Vedia 3632, CABA, Argentina	3632, Vedia, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430, Argentina	(-34.54520675542169, -58.48774750240964, 0.0)
Bandini Pizzas	Cervecería, Pizzería, Delicatessen, Pub, Italiana, Comida rápida	#2.814 de 5.004 	14.0	Aizpurúa 2899 Esquina Tomss Le Breton, Buenos Aires 1431 Argentina	5445878266	http://www.bandinipizzas.com/	4.5				Aizpurúa 2899, CABA, Argentina	2899, Aizpúrua, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1419DVM, Argentina	(-34.575114, -58.497544, 0.0)
Le Pipetua		#2.821 de 5.004 	5.0	Calle Pedro Del Castillo 1596, Buenos Aires C1414AXH Argentina	+54 11 4854-5830		5.0	5.0	4.5	5.0	Pedro Del Castillo 1596, CABA, Argentina		
Centenario Pizza Cafe		#2.822 de 5.004 	6.0	Avenida Rivadavia 3198, Buenos Aires C1203AAQ Argentina	+54 11 4866-0288		4.5	4.0	4.0	5.0	Rivadavia 3198, CABA, Argentina	Rivadavia, Vedia, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429DXC, Argentina	(-34.5366131, -58.4680033, 0.0)
Canton	China, Asiática	#2.828 de 5.004 	17.0	Avenida Cordoba 4017, Buenos Aires C1188AAG Argentina	4863-2333		3.5	4.0	2.5	4.0	Cordoba 4017, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Bar Subterráneo	Fusión	#2.833 de 5.004 	4.0	Avenida Cordoba 1626 Pasaje del Carmen, Buenos Aires C1055AAT Argentina	5421249992	http://www.facebook.com/barsubterraneo/	5.0				Cordoba 1626, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Tarabish		#2.836 de 5.004 	5.0	4309, BNK, Charcas, Buenos Aires C1425 Argentina	+54 11 4770-9411		4.0				4309, CABA, Argentina	Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, Argentina	(-34.6075682, -58.4370894, 0.0)
Nuevo Gogy	Almuerzo, Cena	#2.840 de 5.004 	28.0	Avenida San Juan 1201, Buenos Aires C1148AAA Argentina	+54 11 4304-8631		3.5	3.5	3.5	4.0	San Juan 1201, CABA, Argentina	San Juan, Avenida San Juan, Constitución, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1150, Argentina	(-34.622104, -58.379921, 0.0)
Marcelino	Argentina, Sudamericana	#2.848 de 5.004 	4.0	Jerónimo Salguero 855, Buenos Aires C1177AEO Argentina	+54 11 2144-9988	http://www.marcelino.com.ar/	5.0				Jerónimo Salguero 855, CABA, Argentina	855, Jerónimo Salguero, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1190, Argentina	(-34.6001476367347, -58.41897304897959, 0.0)
El Mayoral		#2.853 de 5.004 	4.0	Calle Parana 926, Buenos Aires C1017AAT Argentina	48116795	http://www.guiaoleo.com.ar/restaurantes/El-Mayoral-2366#!	5.0				Parana 926, CABA, Argentina	926, Paraná, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1060ABD, Argentina	(-34.59802190816327, -58.388301020408164, 0.0)
Jerome		#2.854 de 5.004 	4.0	Calle Bonpland 1965, Buenos Aires C1414CMY Argentina	+54 11 4774-3692		4.5				Bonpland 1965, CABA, Argentina	Jerome Palermo Hollywood, 1965, Bonpland, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.5814401, -58.4348711, 0.0)
Bagels & Bagels	Internacional	#2.857 de 5.004 	3.0	Calle Paraguay 823 Torre Bellini Esmeralda, Buenos Aires C1057AAK Argentina	+54 9 11 5463-9665		5.0				Paraguay 823, CABA, Argentina	823, Paraguay, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1057, Argentina	(-34.5976382877551, -58.3787565122449, 0.0)
Kentucky	Cena	#2.859 de 5.004 	11.0	Serrano 1550, Buenos Aires Argentina	+54 9 11 5463-9665	http://www.pizzeriaskentucky.com/	3.5				Serrano 1550, CABA, Argentina	1550, Serrano, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DDF, Argentina	(-34.5890589, -58.4308955, 0.0)
Josefina Resto	Asiento	#2.862 de 5.004 	23.0	Calle Malabia 201, Buenos Aires C1414DLE Argentina	+54 11 4857-6520	http://josefina-resto.com.ar/	3.5	4.5	4.0	4.5	Malabia 201, CABA, Argentina	201, Malabia, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414DLC, Argentina	(-34.6006248, -58.4416413, 0.0)
MezzeDeli	Mediterránea, Saludable, Del Medio Oriente, De Europa del Este, Armenia, Delicatessen	#2.863 de 5.004 	3.0	Calle Jose Benjamin Gorostiaga 2295 esquina 3 de Febrero, Buenos Aires C1426CTO Argentina	+54 11 2726-7646	http://mezzedelicatessen.mitiendanube.com/	5.0				Jose Benjamin Gorostiaga 2295, CABA, Argentina	José Benjamín Gorostiaga, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5889215, -58.3931943, 0.0)
Ansis Club	Comida rápida	#2.865 de 5.004 	18.0	República Arabe Siria 1425 Esq con Lafinur, Palermo Botanico, Buenos Aires C1425AGH Argentina	+54 11 6131-7475	https://www.facebook.com/ansisclubcafebar/	3.5	4.0	4.0	4.5	República Arabe Siria 1425, CABA, Argentina	República Árabe Siria, Palermo Botánico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BGZ, Argentina	(-34.584525, -58.4166021, 0.0)
Growlers Caballito	Cervecería, Bar, Pub, Sudamericana	#2.882 de 5.004 	21.0	Calle Doblas 857, Buenos Aires C1424BLQ Argentina	+54 11 6131-7475	http://www.growlerscomunidadcervecera.com.ar/	3.5	3.0	3.0	3.5	Doblas 857, CABA, Argentina	857, Doblas, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424BLH, Argentina	(-34.62684542857143, -58.42984027142857, 0.0)
Subway Centro	Comida para llevar, Acceso para silla de ruedas	#2.883 de 5.004 	22.0	Avenida Pueyrredon 1162, Buenos Aires C1118AAO Argentina	+54 11 6131-7475	http://www.subwayargentina.com/	3.5	3.5	3.5	3.5	Pueyrredon 1162, CABA, Argentina	General Juan Martín de Pueyrredón, Juan D’Arienzo, Barrio Albarellos, Villa Pueyrredón, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, 1419, Argentina	(-34.5804868, -58.5017023, 0.0)
1001 Station	Argentina, Sudamericana	#2.886 de 5.004 	3.0	Defensa 1213, Buenos Aires Argentina	+54 11 6131-7475	https://www.facebook.com/1001station/	5.0				Defensa 1213, CABA, Argentina	1213, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1143, Argentina	(-34.622095685714285, -58.371389889795914, 0.0)
La Nueva Dorrego	Francesa	#2.887 de 5.004 	4.0	Avenida Cnel. Manuel Dorrego 1010 entre Lemos y Guevara entre Lemos y Guevara, Buenos Aires C1414CKS Argentina	+54 11 6131-7475	http://www.paginasamarillas.com.ar/fichas/la-nueva-dorrego_13835999/	4.5				Cnel. Manuel Dorrego 1010, CABA, Argentina		
Estación Patricios	Cervecería, Pub	#2.893 de 5.004 	3.0	Pasaje Corrales Viejos 88, Buenos Aires C1437EXB Argentina	+54 11 4912-4946		5.0				Pasaje Corrales Viejos 88, CABA, Argentina		
Cerveceria Alvarez	Mariscos, Comida rápida, Española, Pub, Gastropub, Argentina, Sudamericana	#2.894 de 5.004 	14.0	Pedro Goyena 599 Esquina con Riglos, Buenos Aires C1424BSF Argentina	+54 11 2466-0566	https://www.facebook.com/alvarezcerveceria/	3.5				Pedro Goyena 599, CABA, Argentina	Pedro Goyena, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5878513, -58.3947412, 0.0)
Burger King	Desayuno	#2.897 de 5.004 	49.0	Avenida Santa Fe 1997, Buenos Aires C1123AAB Argentina	+54 11 2466-0566	http://www.burgerking.com.ar/	3.5	3.0	3.0	3.0	Santa Fe 1997, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Kentucky	Cena	#2.898 de 5.004 	14.0	Juramento 2375, Buenos Aires Argentina	+54 11 4781-5720	http://www.pizzeriaskentucky.com/	3.5	4.0	3.5	4.0	Juramento 2375, CABA, Argentina	Juramento, Metrobús Norte, Barrio Chino, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AAP, Argentina	(-34.5624355, -58.4563786, 0.0)
Alain Delon	Desayuno, Almuerzo, Cena	#2.906 de 5.004 	3.0	Avenida Pedro Goyena 289, Buenos Aires C1424BSC Argentina	+54 11 7513-3126	https://www.facebook.com/alaindelonchurreria/	5.0				Pedro Goyena 289, CABA, Argentina	Pedro Goyena, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5878513, -58.3947412, 0.0)
Mc Donalds	Desayuno	#2.919 de 5.004 	39.0	Avenida Callao 131, Buenos Aires C1022AAB Argentina	+54 11 7513-3126	http://www.mcdonalds.com.ar/	3.5	3.0	3.0	3.5	Callao 131, CABA, Argentina	Callao, Avenida Callao, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1022AAG, Argentina	(-34.6012202, -58.3928377, 0.0)
Amélie Restobar	Francesa	#2.920 de 5.004 	3.0	Avenida Jorge Newbery 3466, Buenos Aires C1427EGN Argentina	+54 11 3080-0505		5.0				Jorge Newbery 3466, CABA, Argentina	3466, Jorge Newbery, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427BZD, Argentina	(-34.5823187, -58.448617614285716, 0.0)
Guapaletas	Almuerzo, Cena	#2.923 de 5.004 	6.0	Costa Rica 4675, Buenos Aires 1414 Argentina	+54 11 3080-0505	http://www.guapaletas.com.ar/home/	4.5				Costa Rica 4675, CABA, Argentina	4675, Costa Rica, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DOR, Argentina	(-34.58817820768767, -58.42673719561715, 0.0)
Geppetto Bar		#2.926 de 5.004 	4.0	Calle Concordia 5099, Buenos Aires C1419AOS Argentina	+54 11 3080-0505	http://www.facebook.com/Geppetto-Bar-304895830103762/	4.5				Concordia 5099, CABA, Argentina	5099, Concordia, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419ICG, Argentina	(-34.5878883, -58.5130094, 0.0)
El dragon	China	#2.944 de 5.004 	13.0	Maipu 841, Buenos Aires Argentina	4313-6635		3.5	3.5	3.5		Maipu 841, CABA, Argentina	841, Maipú, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1054, Argentina	(-34.598255769387755, -58.376797075510204, 0.0)
Artenomia		#2.946 de 5.004 	7.0	Humbolt 1857, Buenos Aires 3070 Argentina	+54 9 11 2671-6181	https://www.facebook.com/artenomiabar	4.5				Humbolt 1857, CABA, Argentina		
La Nueva Banca	Bar, Fuente de soda, Gastropub, Argentina	#2.952 de 5.004 	7.0	25 de Mayo 376, Buenos Aires C1002ABH Argentina	+54 11 4328-3486	http://www.labanca376.com/	4.0				25, CABA, Argentina	Bus Turistico Parada 25, Cerrito, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1010AAR, Argentina	(-34.5996065, -58.3825483, 0.0)
Los Tacos del Tio Leo	Almuerzo, Cena	#2.954 de 5.004 	4.0	Hubac 5005, Buenos Aires 1439 Argentina	+54 11 4682-2030	http://www.facebook.com/lostacosdeltioleo	5.0				Hubac 5005, CABA, Argentina	5005, Hubac, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina	(-34.658349702040816, -58.47850306938775, 0.0)
Parrilla La Mansita de Don Nestor		#2.956 de 5.004 	5.0	1663 Calle Jujuy 9 Esquina Pte Illia, Buenos Aires B1661KSA Argentina	+54 11 4668-2847		4.0				1663, CABA, Argentina	Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, Argentina	(-34.6075682, -58.4370894, 0.0)
Patagonia		#2.959 de 5.004 	6.0	Avenida de Mayo 752, Buenos Aires C1084AAP Argentina	+54 11 4668-2847	http://www.cervezapatagonia.com.ar/	4.0				de Mayo 752, CABA, Argentina		
Listo el pollo parrilla al carbon		#2.964 de 5.004 	6.0	Avenida Corrientes 4985, Buenos Aires C1414AJC Argentina	48554859		4.5				Corrientes 4985, CABA, Argentina	Corrientes, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAS, Argentina	(-34.6041224, -58.4053431, 0.0)
Capital Pizza	Italiana, Argentina, Venezolana, Sudamericana	#2.965 de 5.004 	3.0	Ecuador 1177 Entre AV Santa Fe y AV Cordoba, Buenos Aires 1485 Argentina	+54 11 3088-2355	http://www.capitalpizzaa.com/	4.5				Ecuador 1177, CABA, Argentina	1177, Ecuador, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1187AAB, Argentina	(-34.5964790755102, -58.40462440408163, 0.0)
Arte Sano	Apto para vegetarianos, Opciones veganas	#2.968 de 5.004 	6.0	Calle Lucio Mansilla 2740 Esquina Jean Jaures, Buenos Aires C1425BPF Argentina	+54 11 4963-1513	http://www.artesano-naturista.com.ar/	4.0				Lucio Mansilla 2740, CABA, Argentina		
Francisca del Fuego	Almuerzo, Cena	#2.974 de 5.004 	3.0	Avenida Del Libertador 3883 Arco 14, Buenos Aires C1425ABL Argentina	+54 11 5836-3195	http://francisca-del-fuego.meitre.com/	4.5				Del Libertador 3883, CABA, Argentina	Del Libertador, Avenida Congreso, Barrio River, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AGL, Argentina	(-34.55193715, -58.456148649999996, 0.0)
Subway		#2.975 de 5.004 	13.0	Avenida Cordoba 4949, Buenos Aires C1414BAH Argentina	+54 11 5836-3195	http://www.subwayargentina.com/	3.5	3.5	3.5	3.0	Cordoba 4949, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Shake Eat	Saludable	#2.982 de 5.004 	5.0	Calle Piedras 539, Buenos Aires C1070AAK Argentina	+54 11 4342-0738	http://www.theshakeeat.com/	4.5				Piedras 539, CABA, Argentina	539, Piedras, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1042AAB, Argentina	(-34.614452308163266, -58.37760284489796, 0.0)
Shawarma Dubai	Cena	#2.987 de 5.004 	17.0	Tucuman 969, Buenos Aires Argentina	+54 11 4342-0738	https://www.facebook.com/www.shawarmadubai.com.ar	3.5	3.0	3.5	3.0	Tucuman 969, CABA, Argentina	969, Tucumán, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.601282485714286, -58.38055294693878, 0.0)
Bar El Progreso	Argentina, Sudamericana	#2.992 de 5.004 	11.0	Av. Montes de Oca 1702 entre las calles California y Gral Daniel Cerri, Buenos Aires C1270ABR Argentina	+54 11 4301-0671	http://www.barelprogreso.com.ar/	3.5	3.5	3.5	4.0	Montes de Oca 1702, CABA, Argentina	Montes de Oca, Avenida Manuel A. Montes de Oca, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1295, Argentina	(-34.6391945, -58.3743331, 0.0)
Santander gourmet	Internacional, Argentina, Sudamericana, Italiana	#2.995 de 5.004 	6.0	Calle Salta 168, Buenos Aires C1074AAD Argentina	5443810931	http://www.facebook.com/Gourmet.salta168/	4.5				Salta 168, CABA, Argentina	168, Salta, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1085ABB, Argentina	(-34.61047822244898, -58.383306987755105, 0.0)
El Patio	Cena, Almuerzo	#2.996 de 5.004 	40.0	Calle Cnel Faustino Allende 3371 Villa Devoto, Buenos Aires C1417BMW Argentina	+54 11 4504-6413		3.5	3.5	3.5	4.0	Cnel Faustino Allende 3371, CABA, Argentina		
Bar La Embajada	Argentina, Sudamericana	#3.007 de 5.004 	6.0	Calle Santiago Del Estero 88, Buenos Aires C1075AAB Argentina	+54 11 4381-2225	https://www.facebook.com/restolaembajada/	4.0				Santiago Del Estero 88, CABA, Argentina	88, Santiago del Estero, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1085, Argentina	(-34.6096999, -58.38478095, 0.0)
