	name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
380	Pimienta Negra	Argentina, Latina, Café, Española, Venezolana, Restaurantes cerveceros	#3.022 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Doblas 381, Buenos Aires C1424BLG Argentina	+54 11 4903-9687	https://www.facebook.com/pages/category/Restaurant/Pimienta-Negra-1827671757336063/	ui_bubble_rating bubble_45	none	none	none
381	Bachi Bistro	Francesa, Internacional, Argentina, Sudamericana	#3.025 de 5.010 restaurantes en Buenos Aires	5 opiniones	Fitz Roy 2168 Palermo Hollywood, Buenos Aires 1425 Argentina	+54 11 4775-7271	http://bachibistro.com/	ui_bubble_rating bubble_40	none	none	none
382	Epa la Arepa	Comida para llevar, Asiento	#3.028 de 5.010 restaurantes en Buenos Aires	30 opiniones	Avenida Cordoba 1415, Buenos Aires C1055AAE Argentina	48115880	http://epalaarepa.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
383	Restaurante Bellagamba	none	#3.042 de 5.010 restaurantes en Buenos Aires	20 opiniones	Calle Francisco Acuna de Figueroa 1291, Buenos Aires C1180AAW Argentina	+54 11 4860-3270	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
384	Paluchino	Desayuno, Almuerzo, Cena	#3.043 de 5.010 restaurantes en Buenos Aires	33 opiniones	Avenida Corrientes 1902 Esquina Riobamba, Buenos Aires C1045AAO Argentina	+54 11 4953-4538	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
385	Mr. Miga	Comida para llevar	#3.048 de 5.010 restaurantes en Buenos Aires	21 opiniones	Calle Rojas 32, Buenos Aires C1405AAB Argentina	+54 11 4903-2395	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
386	Sebar Bodegón Cervecero	Cena, Abierto hasta tarde, Bebidas	#3.059 de 5.010 restaurantes en Buenos Aires	3 opiniones	Sanabria 2402, Villa Devoto, Buenos Aires C1417AZH Argentina	+54 9 11 3917-4760	none	ui_bubble_rating bubble_45	none	none	none
387	Restaurante NH Buenos Aires 9 De Julio	Bar, Café, Internacional, Pub, Argentina, Sudamericana	#3.060 de 5.010 restaurantes en Buenos Aires	3 opiniones	Av. Cerrito 154-156, Buenos Aires C1010AAD Argentina	+54 11 4124-7400	http://www.nh-hotels.com.ar/hotel/nh-buenos-aires-9-de-julio	ui_bubble_rating bubble_45	none	none	none
388	Amelia's	Cena	#3.061 de 5.010 restaurantes en Buenos Aires	14 opiniones	Puyrredon Avenue 2102, Buenos Aires Argentina	48025000	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
389	El Mercado Del Vino Boutique	Bar de vinos	#3.063 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Jose Ignacio Gorriti 4954, Buenos Aires C1414BJP Argentina	+54 11 4833-4343	https://www.facebook.com/El-Mercado-Del-Vino-Boutique-1157449247638510/	ui_bubble_rating bubble_50	none	none	none
390	Croûtons Grab'N Go	Francesa, Argentina, Sudamericana	#3.067 de 5.010 restaurantes en Buenos Aires	3 opiniones	Macacha Guemes 351 Hilton Buenos Aires, Buenos Aires Argentina	5448910000	http://www.hiltonbuenosaireshotel.com/restaurantes/croutons/	ui_bubble_rating bubble_45	none	none	none
391	Bellagamba Gaona	Cena	#3.074 de 5.010 restaurantes en Buenos Aires	40 opiniones	Avenida San Martin 5670 Casi Esquina Avenida Beiro, Buenos Aires C1417DTQ Argentina	5448910000	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
392	El Horno	Sudamericana	#3.093 de 5.010 restaurantes en Buenos Aires	15 opiniones	Guemes 4689, Buenos Aires Argentina	4775.8562	none	ui_bubble_rating bubble_40	none	none	none
393	Subway Tribunales	Comida para llevar, Asiento, Acceso para silla de ruedas	#3.100 de 5.010 restaurantes en Buenos Aires	33 opiniones	Lavalle 1524, Buenos Aires Argentina	4775.8562	http://www.subwayargentina.com/index.php	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
394	The Coffee Store Bella Vista	Argentina, Sudamericana	#3.107 de 5.010 restaurantes en Buenos Aires	10 opiniones	Pardo 1609 Bella Vista, Buenos Aires 1661 Argentina	+54 11 4666-4773	https://www.facebook.com/pg/TheCoffeeStoreBellaVista/about/?ref=page_internal	ui_bubble_rating bubble_45	none	none	none
395	Starbucks	none	#3.117 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Santa Fe 3490 Esquina con Julian Alvarez, Buenos Aires C1425BGW Argentina	+54 11 4666-4773	https://www.starbucks.com/store-locator/store/1011252/julian-alvarez-julian-alvarez-esq-santa-fe-buenos-aires-c-c-1425-	ui_bubble_rating bubble_40	none	none	none
396	El Yorker	none	#3.126 de 5.010 restaurantes en Buenos Aires	11 opiniones	La Pampa 2496, Buenos Aires 1428 Argentina	+54 11 4706-0521	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
397	McDonald's	Desayuno	#3.130 de 5.010 restaurantes en Buenos Aires	35 opiniones	Avenida Corrientes 5230, Buenos Aires C1414AJS Argentina	+54 11 4706-0521	http://mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
398	Panacea Cocina de Autor	none	#3.131 de 5.010 restaurantes en Buenos Aires	10 opiniones	Viamonte 985, Buenos Aires Argentina	+54 11 4706-0521	none	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
399	La Fabrica De Pizzas, Sucursal Abasto	none	#3.135 de 5.010 restaurantes en Buenos Aires	6 opiniones	Avenida Corrientes 3512 Casi Sanchez de Bustamante, Buenos Aires C1194AAO Argentina	+54 11 4862-0308	none	ui_bubble_rating bubble_40	none	none	none
400	Habor Cafe Restaurant	none	#3.151 de 5.010 restaurantes en Buenos Aires	7 opiniones	Pierina Dealessi 240 Puerto Madero, Buenos Aires Argentina	+54 11 4862-0308	none	ui_bubble_rating bubble_40	none	none	none
401	Siberia	none	#3.166 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Malabia 1885, Buenos Aires C1414DMK Argentina	+54 11 4862-0308	https://www.facebook.com/siberia.bar	ui_bubble_rating bubble_40	none	none	none
402	Casa Mhia	Pub con cerveza artesanal, Café, Pub	#3.168 de 5.010 restaurantes en Buenos Aires	5 opiniones	Jose L. Cabezon 2500, Buenos Aires C1419FBF Argentina	+54 11 2081-0000	http://www.facebook.com/casamhia/	ui_bubble_rating bubble_40	none	none	none
403	Comunidad del Cisne - Resto Bar	Pub con cerveza artesanal, Bar, Pub, Argentina	#3.171 de 5.010 restaurantes en Buenos Aires	10 opiniones	Calle Humberto Primo 499, Buenos Aires C1103ACI Argentina	+54 11 6037-1127	https://www.facebook.com/pg/Comunidad-del-Cisne-Resto-Bar-1601920170057693	ui_bubble_rating bubble_35	none	none	none
404	Casita China	none	#3.173 de 5.010 restaurantes en Buenos Aires	6 opiniones	Crisologo larralde 3772 Casi Washington, Buenos Aires Argentina	45416148	none	ui_bubble_rating bubble_45	none	none	none
405	Patio de Comidas Rodrigo Bueno	none	#3.179 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida España 2230, Buenos Aires C1107AMP Argentina	45416148	https://www.facebook.com/patiorodrigobueno/	ui_bubble_rating bubble_40	none	none	none
406	Muzzarella	Cena	#3.181 de 5.010 restaurantes en Buenos Aires	11 opiniones	Avenida La Plata 796, Buenos Aires C1235ABR Argentina	45416148	https://www.muzarella.com.ar/	ui_bubble_rating bubble_35	none	none	none
407	Patio Coghlan	Parrilla, Australiana, Argentina, Sudamericana, Restaurantes cerveceros	#3.203 de 5.010 restaurantes en Buenos Aires	2 opiniones	Av. Congreso 3834 AZK, Buenos Aires C1430AZL Argentina	+54 11 2144-1982	https://www.facebook.com/patiocoghlanok/	ui_bubble_rating bubble_50	none	none	none
408	Cerveceria Sandoval	Pub con cerveza artesanal, Bar, Pub, Comida rápida, Sudamericana	#3.205 de 5.010 restaurantes en Buenos Aires	15 opiniones	Calle Jose Bonifacio 1595 Corner Malvinas Argentinas, Buenos Aires C1406GXI Argentina	+54 11 6009-2066	http://www.cerveceriasandoval.com.ar/	ui_bubble_rating bubble_35	none	none	none
409	921 Casa Cultural	Pub con cerveza artesanal, Bar, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#3.229 de 5.010 restaurantes en Buenos Aires	2 opiniones	San José de Calasanz 921, Buenos Aires C1424AHS Argentina	+54 11 3002-2234	https://www.facebook.com/921CasaCultural/	ui_bubble_rating bubble_50	none	none	none
410	Casanova Artesanía En Sandwiches	Italiana, Española, Argentina, Sudamericana	#3.233 de 5.010 restaurantes en Buenos Aires	2 opiniones	Maipú 999 Esquina, Marcelo T de Alvear, Buenos Aires C1006ACM Argentina	+54 11 4314-2949	none	ui_bubble_rating bubble_50	none	none	none
411	La Calesita	Mediterránea, Española, Turca, Bar de vinos, Árabe	#3.247 de 5.010 restaurantes en Buenos Aires	2 opiniones	Colegiales Avenida Alvarez Thomas 1192, Buenos Aires C1427CCY Argentina	+54 11 6731-1127	http://www.lacalesita.com.ar/	ui_bubble_rating bubble_50	none	none	none
412	Francisca del Fuego	Reservas	#3.251 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Del Libertador 3883 Arco 14, Buenos Aires C1425ABL Argentina	+54 11 6731-1127	none	ui_bubble_rating bubble_50	none	none	none
413	Persicco	none	#3.253 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenue Cramer Mendoza, Buenos Aires 1405 Argentina	+54 11 6731-1127	http://persicco.com/	ui_bubble_rating bubble_40	none	none	none
414	Corto Maltés Café	Italiana, Mediterránea, Española, Argentina, Sudamericana	#3.257 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Juan de Garay 385 entre Defensa y Balcarce, Buenos Aires C1153ABB Argentina	5432219621	none	ui_bubble_rating bubble_45	none	none	none
415	Green Eat	Comida rápida	#3.258 de 5.010 restaurantes en Buenos Aires	14 opiniones	Avenida Olazabal 2418, Buenos Aires C1428DHT Argentina	5432219621	http://greeneat.com.ar/	ui_bubble_rating bubble_35	none	none	none
416	The Wine Bar	Española, Argentina, Sudamericana	#3.259 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Jose Ignacio Gorriti 5646, Buenos Aires C1414BKF Argentina	+54 9 11 2399-8256	none	ui_bubble_rating bubble_50	none	none	none
417	Sushi Placer	none	#3.260 de 5.010 restaurantes en Buenos Aires	2 opiniones	Virrey Cevallos 654, Buenos Aires Argentina	43811289	http://www.sushiplacer.com.ar/	ui_bubble_rating bubble_50	none	none	none
418	Mulata Café De Especialidad	Latina, Española	#3.265 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Guatemala 4602, Buenos Aires C1425BUL Argentina	+54 11 5508-6633	https://mulatacafedeespecialidad.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_50	none	none	none
419	L´Carrá	Mediterránea, Argentina, Sudamericana	#3.267 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Lavalle 1609 Entre Rodriguez Peña y Montevideo, Buenos Aires C1048AAM Argentina	+54 11 4373-7562	https://www.facebook.com/lacarra2018/?rf=425429611208053	ui_bubble_rating bubble_50	none	none	none
420	RN Burger Sin Gluten	Almuerzo, Cena, Bebidas	#3.296 de 5.010 restaurantes en Buenos Aires	2 opiniones	Vidal 1631, Buenos Aires 1426 Argentina	+54 11 4785-1612	https://rnsingluten.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_50	none	none	none
421	La Nueva Coruna	none	#3.308 de 5.010 restaurantes en Buenos Aires	13 opiniones	Bolivar 982 San Telmo, Buenos Aires Argentina	+54 11 4300-8535	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
422	Donkeys & Friends	Mexicana, Comida rápida, Turca, Fusión, Árabe	#3.320 de 5.010 restaurantes en Buenos Aires	66 opiniones	Thames 1889, Buenos Aires C1414DDK Argentina	+54 11 4833-5187	http://www.facebook.com/donkeysandfriends	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
423	Henri Sushi & Cocktails	Japonesa, Bar, Café, Sushi, Pub, Bar de vinos	#3.325 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Callao 1880, Buenos Aires C1024AAR Argentina	+54 11 6299-1888	http://bressonbrokers.com/espacio/	ui_bubble_rating bubble_50	none	none	none
424	The Pinta Bar	Almuerzo, Cena	#3.329 de 5.010 restaurantes en Buenos Aires	18 opiniones	Reconquista 701, Buenos Aires C1049 Argentina	+54 11 4312-8701	https://www.facebook.com/thepintabar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
425	MezzeDeli	Mediterránea, Saludable, Del Medio Oriente, De Europa del Este, Armenia, Delicatessen	#3.338 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Jose Benjamin Gorostiaga 2295 esquina 3 de Febrero, Buenos Aires C1426CTO Argentina	+54 11 2726-7646	http://mezzedelicatessen.mitiendanube.com/	ui_bubble_rating bubble_50	none	none	none
426	La Covacha Bar	Pub con cerveza artesanal, Bar, Pub, Bar de vinos, Argentina, Sudamericana	#3.341 de 5.010 restaurantes en Buenos Aires	4 opiniones	José A. Cabrera 5502 esquina Humboldt, Buenos Aires 1189 Argentina	+54 11 5527-5549	none	ui_bubble_rating bubble_40	none	none	none
427	Subway	Comida para llevar	#3.342 de 5.010 restaurantes en Buenos Aires	18 opiniones	Avenida Corrientes 2927, Buenos Aires C1193AAB Argentina	+54 11 5527-5549	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
428	El Simbolo Cafe Bar	none	#3.351 de 5.010 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 3787, Buenos Aires C1194AAD Argentina	+54 11 5527-5549	https://www.facebook.com/ElSimboloCafeBar/	ui_bubble_rating bubble_35	none	none	none
429	McDonald's	Almuerzo	#3.353 de 5.010 restaurantes en Buenos Aires	111 opiniones	Carlos Pellegrini 465 Lavalle y Avenue Corrientes, Buenos Aires Argentina	+54 11 5527-5549	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
430	Burger King	Comida para llevar, Acceso para silla de ruedas	#3.357 de 5.010 restaurantes en Buenos Aires	39 opiniones	Avenida Cabildo 2301, Buenos Aires C1428AAF Argentina	+54 11 5527-5549	http://www.burgerking.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
431	PARRILLA MOQUEHUA	Churrasquería	#3.366 de 5.010 restaurantes en Buenos Aires	4 opiniones	Av H Pueyrredón 1057, Buenos Aires 1405 Argentina	+54 11 4519-8889	http://www.parrillamoquehua.com/	ui_bubble_rating bubble_45	none	none	none
432	La Birrería Palermo Viejo	Estadounidense, Pub con cerveza artesanal, Bar, Pub, Argentina, Sudamericana	#3.369 de 5.010 restaurantes en Buenos Aires	2 opiniones	Acuña de Figueroa 1800 esquina Julián Álvarez, Buenos Aires 1188 Argentina	+54 11 4861-3644	http://labirreria.com.ar/	ui_bubble_rating bubble_50	none	none	none
433	McDonalds Plaza Italia	Desayuno, Almuerzo	#3.370 de 5.010 restaurantes en Buenos Aires	80 opiniones	Avenida Santa Fe 4280, Buenos Aires C1425BHR Argentina	+54 11 5777-8346	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
434	Pizzeria Kentucky	Comida para llevar	#3.380 de 5.010 restaurantes en Buenos Aires	25 opiniones	Honduras 4002- esquina Medrano Medrano, Buenos Aires C1180 Argentina	48644268	http://www.pizzeriaskentucky.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
435	Pizzeria Arsenio	Pizzería, Argentina, Sudamericana	#3.386 de 5.010 restaurantes en Buenos Aires	9 opiniones	Calle Suarez 1260, Buenos Aires C1288AEB Argentina	+54 11 4301-7894	none	ui_bubble_rating bubble_35	none	none	none
436	Fresco	Italiana, Francesa, Estadounidense, Argentina, Sudamericana	#3.388 de 5.010 restaurantes en Buenos Aires	7 opiniones	Jeronimo Salguero 3350 Detras de Paseo Alcorta, Buenos Aires 1424 Argentina	+54 11 5483-0612	http://www.somosfresco.com.ar/	ui_bubble_rating bubble_35	none	none	none
437	Mi Barrio Hamburguesería	Estadounidense, Comida rápida, Argentina, Sudamericana	#3.391 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avenida Monroe 4392, Buenos Aires C1430BLU Argentina	+54 11 4545-4865	https://www.facebook.com/mibarriohamburgueseria/	ui_bubble_rating bubble_40	none	none	none
438	Café Martinez	Argentina, Sudamericana	#3.393 de 5.010 restaurantes en Buenos Aires	6 opiniones	Av. Pedro Goyena 314, Buenos Aires C1424BSQ Argentina	+54 11 4922-5072	http://www.cafemartinez.com/index.php	ui_bubble_rating bubble_35	none	none	none
439	Sureño Gourmet	Argentina, Sudamericana	#3.402 de 5.010 restaurantes en Buenos Aires	2 opiniones	Avenida Dr Honorio Pueyrredon 683, Buenos Aires C1405BAD Argentina	+54 11 3981-2960	http://www.facebook.com/Sure%C3%B1o-Foodtruck-429351247400207/	ui_bubble_rating bubble_50	none	none	none
440	Joffer's Cerveceria	Pizzería, Comida rápida	#3.414 de 5.010 restaurantes en Buenos Aires	7 opiniones	Tte General Juan Domingo Peron 3926, Buenos Aires C1198AAX Argentina	+54 11 3559-5665	https://www.facebook.com/JoffersCerveceriaCultural/	ui_bubble_rating bubble_35	none	none	none
441	Rocío en Miami	none	#3.415 de 5.010 restaurantes en Buenos Aires	8 opiniones	Balcarce 284 Esquina com Moreno, Buenos Aires Argentina	+54 11 4342-6340	none	ui_bubble_rating bubble_40	none	none	none
442	Rulo's	none	#3.424 de 5.010 restaurantes en Buenos Aires	10 opiniones	Echeverria 1290 Miñones, Buenos Aires Argentina	4782 5111	none	ui_bubble_rating bubble_35	none	none	none
443	La Fusta	none	#3.429 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Cabildo 101, Buenos Aires C1426AAB Argentina	+54 11 4899-2551	https://www.facebook.com/La-Fusta-Cafe-Bar-522535087783285/	ui_bubble_rating bubble_45	none	none	none
444	La Bakery Confiteria y Panaderia	Kosher	#3.445 de 5.010 restaurantes en Buenos Aires	7 opiniones	Calle Guardia Vieja 3540, Buenos Aires C1192AAF Argentina	+54 11 4864-2408	http://www.labakerykosher.com/	ui_bubble_rating bubble_35	none	none	none
445	Pizza de Antes	Almuerzo, Cena	#3.456 de 5.010 restaurantes en Buenos Aires	12 opiniones	Calle Jeronimo Salguero 293, Buenos Aires C1177AEC Argentina	+54 11 4982-7371	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
446	Charo	none	#3.459 de 5.010 restaurantes en Buenos Aires	5 opiniones	Avda. Scalabrini Ortiz 1771, Buenos Aires C1414DOE Argentina	+54 11 4832-7546	http://www.facebook.com/CharoTentate	ui_bubble_rating bubble_45	none	none	none
447	Wok N`Beer	none	#3.470 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Juramento 1634, Buenos Aires C1428DMV Argentina	+54 11 4782-5320	https://wok-n-beer.negocio.site/	ui_bubble_rating bubble_40	none	none	none
448	Amores Tintos	Internacional, Fusión, Argentina, Sudamericana	#3.477 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Jose Ignacio Gorriti 4202, Buenos Aires C1414BJB Argentina	+54 9 11 4986-3973	http://www.amorestintos.com.ar/	ui_bubble_rating bubble_40	none	none	none
449	El noble	Almuerzo	#3.479 de 5.010 restaurantes en Buenos Aires	78 opiniones	Galerias Pacifico, Buenos Aires Argentina	63334444	http://www.elnoble.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
450	Glow Garden	Reservas	#3.487 de 5.010 restaurantes en Buenos Aires	5 opiniones	Av. Pueyrredón 1202, Buenos Aires C1118AAP Argentina	+54 11 4961-2747	http://glowgarden.com.ar/	ui_bubble_rating bubble_40	none	none	none
451	Lebron	Estadounidense, Pub con cerveza artesanal, Bar, Pub, Argentina, Sudamericana	#3.491 de 5.010 restaurantes en Buenos Aires	2 opiniones	Junin 1771, Buenos Aires 1771 Argentina	+54 11 4961-2747	http://www.facebook.com/LebronBar/	ui_bubble_rating bubble_50	none	none	none
452	Mango's Tropic	Caribeña, Comida rápida, Comida de calle, Argentina, Sudamericana	#3.494 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Uruguay 95 Tribunales, Buenos Aires C1015ABA Argentina	+54 11 2382-2490	http://mangostropic.com/	ui_bubble_rating bubble_50	none	none	none
453	Freddo Heladerìa	none	#3.503 de 5.010 restaurantes en Buenos Aires	13 opiniones	Calle Charcas 3401 esquina Bulnes, Buenos Aires C1425BMS Argentina	081033373336	http://freddo.com.ar/	ui_bubble_rating bubble_35	none	none	none
454	Cerveceria Changüi	Pub con cerveza artesanal, Comida rápida, Española, Pub	#3.505 de 5.010 restaurantes en Buenos Aires	3 opiniones	Bernardo de Yrigoyen 158, Buenos Aires 1024 Argentina	+54 11 4342-4380	http://www.facebook.com/cerveceriachangui	ui_bubble_rating bubble_40	none	none	none
455	Los Mellizos	Argentina, Sudamericana	#3.506 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Gral Indalecio Chenaut 1795, Buenos Aires C1426DIA Argentina	+54 11 4772-3472	https://www.facebook.com/losmellizosoficial/	ui_bubble_rating bubble_45	none	none	none
456	El Canario Rojo	none	#3.511 de 5.010 restaurantes en Buenos Aires	4 opiniones	Sanchez De Bustamante 730, Buenos Aires Argentina	+54 11 5028-7273	https://www.facebook.com/canariorojobar/	ui_bubble_rating bubble_45	none	none	none
457	Mostaza	none	#3.515 de 5.010 restaurantes en Buenos Aires	4 opiniones	Florida 737 Galerías Pacífico, Buenos Aires Argentina	+54 11 4393-1871	http://www.mostazaweb.com.ar/	ui_bubble_rating bubble_40	none	none	none
458	Mundo Salad	Sudamericana	#3.522 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Esmeralda 179, Buenos Aires C1035ABC Argentina	+54 11 5218-4770	http://www.mundosalad.com.ar/	ui_bubble_rating bubble_45	none	none	none
459	L'Artigiano Belgrano	Comida rápida, Contemporánea	#3.525 de 5.010 restaurantes en Buenos Aires	2 opiniones	Calle Moldes 1999 Esquina Echeverria Barrio de Belgrano, Buenos Aires C1428CRC Argentina	+54 11 4780-7680	http://lartigianosalumi.wixsite.com/lartigiano	ui_bubble_rating bubble_45	none	none	none
460	Oliveira Cocina de Herencia	Desayuno, Brunch, Bebidas, Almuerzo, Cena	#3.527 de 5.010 restaurantes en Buenos Aires	2 opiniones	Borges 1975 Entre Soler y Nicaragua, Buenos Aires 1428 Argentina	+54 11 3973-3624	http://www.facebook.com/cocinaoliveira/	ui_bubble_rating bubble_50	none	none	none
461	Che Bonche	Argentina, Venezolana, Sudamericana	#3.529 de 5.010 restaurantes en Buenos Aires	2 opiniones	José A Cabrera 4946, Buenos Aires 1427 Argentina	+54 11 5992-9612	https://www.facebook.com/cheboncherumba/	ui_bubble_rating bubble_45	none	none	none
462	Paladares Vagabundos	Argentina, Sudamericana	#3.546 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Mendez de Andes 1002, Buenos Aires C1405CVN Argentina	5444319974	http://paladaresvagabundos.blogspot.com.es/	ui_bubble_rating bubble_45	none	none	none
463	Patagonia	none	#3.553 de 5.010 restaurantes en Buenos Aires	3 opiniones	Calle Arenales 2707, Buenos Aires C1425BEE Argentina	5444319974	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_40	none	none	none
464	Biersal Cerveceria Artesanal	Wi-Fi gratis, Asiento, Acceso para silla de ruedas, Servicio de mesa	#3.556 de 5.010 restaurantes en Buenos Aires	12 opiniones	Avenida Salvador Maria Del Carril 2198 Villa Pueyrredon, Buenos Aires C1419GZN Argentina	+54 11 4572-2934	https://www.facebook.com/Biersalvp/	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
465	Willie Reeb	Pub con cerveza artesanal, Pub, Argentina, Sudamericana	#3.564 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Serrano 698 Esquina Ramirez de Velasco, Buenos Aires C1414DEN Argentina	+54 9 11 4857-9323	https://www.facebook.com/williereeb/	ui_bubble_rating bubble_40	none	none	none
466	Desarmadero Bar- Session	none	#3.572 de 5.010 restaurantes en Buenos Aires	5 opiniones	Calle Jose Ignacio Gorriti 4300 Esquina Lavalleja, Buenos Aires C1414BJB Argentina	+54 9 11 4857-9323	none	ui_bubble_rating bubble_40	none	none	none
467	McDonald's	Almuerzo, Cena	#3.589 de 5.010 restaurantes en Buenos Aires	40 opiniones	Vicente Lopez 2050 Junin, Buenos Aires Argentina	+54 11 4808-0605	http://www.mcdonalds.com.ar/locales	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
468	Chau Che Clú	Parrilla	#3.599 de 5.010 restaurantes en Buenos Aires	3 opiniones	Avenida Velez Sarsfield 222, Buenos Aires C1282AFP Argentina	+54 11 4808-0605	https://www.facebook.com/chaucheclu/	ui_bubble_rating bubble_45	none	none	none
469	La Pasion	none	#3.603 de 5.010 restaurantes en Buenos Aires	4 opiniones	Avenida Alvarez Jonte 4600, Buenos Aires C1407GOZ Argentina	+54 11 4567-5697	none	ui_bubble_rating bubble_40	none	none	none
470	El Viejo Hornito	Comida para llevar, Entrega a domicilio	#3.607 de 5.010 restaurantes en Buenos Aires	20 opiniones	Gorriti 4721, Buenos Aires Argentina	+54 11 4567-5697	none	ui_bubble_rating bubble_35	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25
471	Bruxx	Alemana, Pub con cerveza artesanal, Pub, Argentina, Sudamericana	#3.613 de 5.010 restaurantes en Buenos Aires	9 opiniones	Calle Donado 1971, Buenos Aires C1430DRK Argentina	+54 11 3705-7242	http://www.facebook.com/soybruxx	ui_bubble_rating bubble_35	none	none	none
472	Oda	none	#3.619 de 5.010 restaurantes en Buenos Aires	4 opiniones	Calle Libertad 1360, Buenos Aires C1016ABB Argentina	+54 11 4812-7302	http://www.odadeco.com/	ui_bubble_rating bubble_40	none	none	none
473	Fuego Y Sabor	Churrasquería, Parrillada, Fusión, Argentina	#3.630 de 5.010 restaurantes en Buenos Aires	8 opiniones	Avenida Raul Scalabrini Ortiz 1537, Buenos Aires C1414DOC Argentina	+54 11 3144-7735	http://www.fuegoysabor.com.ar/	ui_bubble_rating bubble_40	none	none	none
