name	cuisines	rank	nreviews	address	phone	website	score	food	service	value
Kentucky	Cena	#2.898 de 5.004 restaurantes en Buenos Aires	14 opiniones	Juramento 2375, Buenos Aires Argentina	+54 11 4781-5720	http://www.pizzeriaskentucky.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Alain Delon	Desayuno, Almuerzo, Cena	#2.906 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Pedro Goyena 289, Buenos Aires C1424BSC Argentina	+54 11 7513-3126	https://www.facebook.com/alaindelonchurreria/	ui_bubble_rating bubble_50			
Mc Donalds	Desayuno	#2.919 de 5.004 restaurantes en Buenos Aires	39 opiniones	Avenida Callao 131, Buenos Aires C1022AAB Argentina	+54 11 7513-3126	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Amélie Restobar	Francesa	#2.920 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Jorge Newbery 3466, Buenos Aires C1427EGN Argentina	+54 11 3080-0505		ui_bubble_rating bubble_50			
Guapaletas	Almuerzo, Cena	#2.923 de 5.004 restaurantes en Buenos Aires	6 opiniones	Costa Rica 4675, Buenos Aires 1414 Argentina	+54 11 3080-0505	http://www.guapaletas.com.ar/home/	ui_bubble_rating bubble_45			
Geppetto Bar		#2.926 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Concordia 5099, Buenos Aires C1419AOS Argentina	+54 11 3080-0505	http://www.facebook.com/Geppetto-Bar-304895830103762/	ui_bubble_rating bubble_45			
El dragon	China	#2.944 de 5.004 restaurantes en Buenos Aires	13 opiniones	Maipu 841, Buenos Aires Argentina	4313-6635		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	
Artenomia		#2.946 de 5.004 restaurantes en Buenos Aires	7 opiniones	Humbolt 1857, Buenos Aires 3070 Argentina	+54 9 11 2671-6181	https://www.facebook.com/artenomiabar	ui_bubble_rating bubble_45			
La Nueva Banca	Bar, Fuente de soda, Gastropub, Argentina	#2.952 de 5.004 restaurantes en Buenos Aires	7 opiniones	25 de Mayo 376, Buenos Aires C1002ABH Argentina	+54 11 4328-3486	http://www.labanca376.com/	ui_bubble_rating bubble_40			
Los Tacos del Tio Leo	Almuerzo, Cena	#2.954 de 5.004 restaurantes en Buenos Aires	4 opiniones	Hubac 5005, Buenos Aires 1439 Argentina	+54 11 4682-2030	http://www.facebook.com/lostacosdeltioleo	ui_bubble_rating bubble_50			
Parrilla La Mansita de Don Nestor		#2.956 de 5.004 restaurantes en Buenos Aires	5 opiniones	1663 Calle Jujuy 9 Esquina Pte Illia, Buenos Aires B1661KSA Argentina	+54 11 4668-2847		ui_bubble_rating bubble_40			
Patagonia		#2.959 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida de Mayo 752, Buenos Aires C1084AAP Argentina	+54 11 4668-2847	http://www.cervezapatagonia.com.ar/	ui_bubble_rating bubble_40			
Listo el pollo parrilla al carbon		#2.964 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Corrientes 4985, Buenos Aires C1414AJC Argentina	48554859		ui_bubble_rating bubble_45			
Capital Pizza	Italiana, Argentina, Venezolana, Sudamericana	#2.965 de 5.004 restaurantes en Buenos Aires	3 opiniones	Ecuador 1177 Entre AV Santa Fe y AV Cordoba, Buenos Aires 1485 Argentina	+54 11 3088-2355	http://www.capitalpizzaa.com/	ui_bubble_rating bubble_45			
Arte Sano	Apto para vegetarianos, Opciones veganas	#2.968 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Lucio Mansilla 2740 Esquina Jean Jaures, Buenos Aires C1425BPF Argentina	+54 11 4963-1513	http://www.artesano-naturista.com.ar/	ui_bubble_rating bubble_40			
Francisca del Fuego	Almuerzo, Cena	#2.974 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Del Libertador 3883 Arco 14, Buenos Aires C1425ABL Argentina	+54 11 5836-3195	http://francisca-del-fuego.meitre.com/	ui_bubble_rating bubble_45			
Subway		#2.975 de 5.004 restaurantes en Buenos Aires	13 opiniones	Avenida Cordoba 4949, Buenos Aires C1414BAH Argentina	+54 11 5836-3195	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
Shake Eat	Saludable	#2.982 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Piedras 539, Buenos Aires C1070AAK Argentina	+54 11 4342-0738	http://www.theshakeeat.com/	ui_bubble_rating bubble_45			
Shawarma Dubai	Cena	#2.987 de 5.004 restaurantes en Buenos Aires	17 opiniones	Tucuman 969, Buenos Aires Argentina	+54 11 4342-0738	https://www.facebook.com/www.shawarmadubai.com.ar	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
Bar El Progreso	Argentina, Sudamericana	#2.992 de 5.004 restaurantes en Buenos Aires	11 opiniones	Av. Montes de Oca 1702 entre las calles California y Gral Daniel Cerri, Buenos Aires C1270ABR Argentina	+54 11 4301-0671	http://www.barelprogreso.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Santander gourmet	Internacional, Argentina, Sudamericana, Italiana	#2.995 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Salta 168, Buenos Aires C1074AAD Argentina	5443810931	http://www.facebook.com/Gourmet.salta168/	ui_bubble_rating bubble_45			
El Patio	Cena, Almuerzo	#2.996 de 5.004 restaurantes en Buenos Aires	40 opiniones	Calle Cnel Faustino Allende 3371 Villa Devoto, Buenos Aires C1417BMW Argentina	+54 11 4504-6413		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Bar La Embajada	Argentina, Sudamericana	#3.007 de 5.004 restaurantes en Buenos Aires	6 opiniones	Calle Santiago Del Estero 88, Buenos Aires C1075AAB Argentina	+54 11 4381-2225	https://www.facebook.com/restolaembajada/	ui_bubble_rating bubble_40			
Petit Green / Juicery - Natural Deli	Saludable, Café, Delicatessen, Sopas	#3.008 de 5.004 restaurantes en Buenos Aires	4 opiniones	Salguero 3069 Palermo Cerca del Malba, Buenos Aires 1425 Argentina	+54 11 4806-8958	https://www.facebook.com/Petit-Green-Juicery-Natural-Deli-231738803863743/	ui_bubble_rating bubble_50			
Epa la Arepa	Comida para llevar, Asiento	#3.022 de 5.004 restaurantes en Buenos Aires	30 opiniones	Avenida Cordoba 1415, Buenos Aires C1055AAE Argentina	48115880	http://epalaarepa.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Bachi Bistro	Francesa, Internacional, Argentina, Sudamericana	#3.025 de 5.004 restaurantes en Buenos Aires	5 opiniones	Fitz Roy 2168 Palermo Hollywood, Buenos Aires 1425 Argentina	+54 11 4775-7271	http://bachibistro.com/	ui_bubble_rating bubble_40			
Pimienta Negra	Argentina, Latina, Café, Española, Venezolana, Restaurantes cerveceros	#3.026 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Doblas 381, Buenos Aires C1424BLG Argentina	+54 11 4903-9687	https://www.facebook.com/pages/category/Restaurant/Pimienta-Negra-1827671757336063/	ui_bubble_rating bubble_45			
Paluchino	Desayuno, Almuerzo, Cena	#3.037 de 5.004 restaurantes en Buenos Aires	33 opiniones	Avenida Corrientes 1902 Esquina Riobamba, Buenos Aires C1045AAO Argentina	+54 11 4953-4538		ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Restaurante Bellagamba		#3.041 de 5.004 restaurantes en Buenos Aires	20 opiniones	Calle Francisco Acuna de Figueroa 1291, Buenos Aires C1180AAW Argentina	+54 11 4860-3270		ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Mr. Miga	Almuerzo, Cena	#3.052 de 5.004 restaurantes en Buenos Aires	21 opiniones	Calle Rojas 32, Buenos Aires C1405AAB Argentina	+54 11 4903-2395		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Sebar Bodegón Cervecero	Cena, Abierto hasta tarde, Bebidas	#3.060 de 5.004 restaurantes en Buenos Aires	3 opiniones	Sanabria 2402, Villa Devoto, Buenos Aires C1417AZH Argentina	+54 9 11 3917-4760		ui_bubble_rating bubble_45			
Amelia's	Cena	#3.061 de 5.004 restaurantes en Buenos Aires	14 opiniones	Puyrredon Avenue 2102, Buenos Aires Argentina	48025000		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
Restaurante NH Buenos Aires 9 De Julio	Bar, Café, Internacional, Pub, Argentina, Sudamericana	#3.063 de 5.004 restaurantes en Buenos Aires	3 opiniones	Av. Cerrito 154-156, Buenos Aires C1010AAD Argentina	+54 11 4124-7400	http://www.nh-hotels.com.ar/hotel/nh-buenos-aires-9-de-julio	ui_bubble_rating bubble_45			
El Mercado Del Vino Boutique	Bar de vinos	#3.065 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Jose Ignacio Gorriti 4954, Buenos Aires C1414BJP Argentina	+54 11 4833-4343	https://www.facebook.com/El-Mercado-Del-Vino-Boutique-1157449247638510/	ui_bubble_rating bubble_50			
Croûtons Grab'N Go	Francesa, Argentina, Sudamericana	#3.070 de 5.004 restaurantes en Buenos Aires	3 opiniones	Macacha Guemes 351 Hilton Buenos Aires, Buenos Aires Argentina	5448910000	http://www.hiltonbuenosaireshotel.com/restaurantes/croutons/	ui_bubble_rating bubble_45			
Bellagamba Gaona	Cena	#3.074 de 5.004 restaurantes en Buenos Aires	40 opiniones	Avenida San Martin 5670 Casi Esquina Avenida Beiro, Buenos Aires C1417DTQ Argentina	5448910000		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Pony Pizza		#3.075 de 5.004 restaurantes en Buenos Aires	8 opiniones	Calle Esteban Echeverria 1677 Local 15, Buenos Aires C1428DRA Argentina	5448910000	https://www.facebook.com/pponyppizza/	ui_bubble_rating bubble_40			
El Horno	Sudamericana	#3.093 de 5.004 restaurantes en Buenos Aires	15 opiniones	Guemes 4689, Buenos Aires Argentina	4775.8562		ui_bubble_rating bubble_40			
Macarella	Almuerzo	#3.097 de 5.004 restaurantes en Buenos Aires	15 opiniones	Calle 11 de Setiembre de 1888 4705, Buenos Aires C1429BJM Argentina	4775.8562	https://www.facebook.com/pages/Macarella/246971862147682	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Subway Tribunales	Comida para llevar, Asiento, Acceso para silla de ruedas	#3.099 de 5.004 restaurantes en Buenos Aires	33 opiniones	Lavalle 1524, Buenos Aires Argentina	4775.8562	http://www.subwayargentina.com/index.php	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30
The Coffee Store Bella Vista	Argentina, Sudamericana	#3.110 de 5.004 restaurantes en Buenos Aires	10 opiniones	Pardo 1609 Bella Vista, Buenos Aires 1661 Argentina	+54 11 4666-4773	https://www.facebook.com/pg/TheCoffeeStoreBellaVista/about/?ref=page_internal	ui_bubble_rating bubble_45			
Starbucks		#3.120 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Santa Fe 3490 Esquina con Julian Alvarez, Buenos Aires C1425BGW Argentina	+54 11 4666-4773	https://www.starbucks.com/store-locator/store/1011252/julian-alvarez-julian-alvarez-esq-santa-fe-buenos-aires-c-c-1425-	ui_bubble_rating bubble_40			
El Yorker		#3.129 de 5.004 restaurantes en Buenos Aires	11 opiniones	La Pampa 2496, Buenos Aires 1428 Argentina	+54 11 4706-0521		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40
McDonald's	Desayuno	#3.132 de 5.004 restaurantes en Buenos Aires	35 opiniones	Avenida Corrientes 5230, Buenos Aires C1414AJS Argentina	+54 11 4706-0521	http://mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Panacea Cocina de Autor		#3.134 de 5.004 restaurantes en Buenos Aires	10 opiniones	Viamonte 985, Buenos Aires Argentina	+54 11 4706-0521		ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45
La Fabrica De Pizzas, Sucursal Abasto		#3.138 de 5.004 restaurantes en Buenos Aires	6 opiniones	Avenida Corrientes 3512 Casi Sanchez de Bustamante, Buenos Aires C1194AAO Argentina	+54 11 4862-0308		ui_bubble_rating bubble_40			
Habor Cafe Restaurant		#3.155 de 5.004 restaurantes en Buenos Aires	7 opiniones	Pierina Dealessi 240 Puerto Madero, Buenos Aires Argentina	+54 11 4862-0308		ui_bubble_rating bubble_40			
Siberia		#3.166 de 5.004 restaurantes en Buenos Aires	5 opiniones	Calle Malabia 1885, Buenos Aires C1414DMK Argentina	+54 11 4862-0308	https://www.facebook.com/siberia.bar	ui_bubble_rating bubble_40			
Casa Mhia	Cervecería, Café, Pub	#3.168 de 5.004 restaurantes en Buenos Aires	5 opiniones	Jose L. Cabezon 2500, Buenos Aires C1419FBF Argentina	+54 11 2081-0000	http://www.facebook.com/casamhia/	ui_bubble_rating bubble_40			
Who Bar		#3.171 de 5.004 restaurantes en Buenos Aires	2 opiniones	Av. Elcano 3055, Buenos Aires C1426EJB Argentina	+54 11 6297-9070	http://www.instagram.com/who.bar/	ui_bubble_rating bubble_50			
Comunidad del Cisne - Resto Bar	Cervecería, Bar, Pub, Argentina	#3.173 de 5.004 restaurantes en Buenos Aires	10 opiniones	Calle Humberto Primo 499, Buenos Aires C1103ACI Argentina	+54 11 6037-1127	https://www.facebook.com/pg/Comunidad-del-Cisne-Resto-Bar-1601920170057693	ui_bubble_rating bubble_35			
Casita China		#3.174 de 5.004 restaurantes en Buenos Aires	6 opiniones	Crisologo larralde 3772 Casi Washington, Buenos Aires Argentina	45416148		ui_bubble_rating bubble_45			
Patio de Comidas Rodrigo Bueno		#3.186 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida España 2230, Buenos Aires C1107AMP Argentina	45416148	https://www.facebook.com/patiorodrigobueno/	ui_bubble_rating bubble_40			
Muzzarella	Cena	#3.187 de 5.004 restaurantes en Buenos Aires	11 opiniones	Avenida La Plata 796, Buenos Aires C1235ABR Argentina	45416148	https://www.muzarella.com.ar/	ui_bubble_rating bubble_35			
Cerveceria Sandoval	Cervecería, Bar, Pub, Comida rápida, Argentina, Sudamericana	#3.206 de 5.004 restaurantes en Buenos Aires	15 opiniones	Calle Jose Bonifacio 1595 Corner Malvinas Argentinas, Buenos Aires C1406GXI Argentina	+54 11 6009-2066	http://www.cerveceriasandoval.com.ar/	ui_bubble_rating bubble_35			
Patio Coghlan	Parrilla, Australiana, Argentina, Sudamericana, Restaurantes cerveceros	#3.207 de 5.004 restaurantes en Buenos Aires	2 opiniones	Av. Congreso 3834 AZK, Buenos Aires C1430AZL Argentina	+54 11 2144-1982	https://www.facebook.com/patiocoghlanok/	ui_bubble_rating bubble_50			
921 Casa Cultural	Cervecería, Bar, Pizzería, Comida rápida, Pub, Argentina, Sudamericana	#3.231 de 5.004 restaurantes en Buenos Aires	2 opiniones	San José de Calasanz 921, Buenos Aires C1424AHS Argentina	+54 11 3002-2234	https://www.facebook.com/921CasaCultural/	ui_bubble_rating bubble_50			
Casanova Artesanía En Sandwiches	Italiana, Española, Argentina, Sudamericana	#3.237 de 5.004 restaurantes en Buenos Aires	2 opiniones	Maipú 999 Esquina, Marcelo T de Alvear, Buenos Aires C1006ACM Argentina	+54 11 4314-2949		ui_bubble_rating bubble_50			
La Calesita	Mediterránea, Española, Turca, Bar de vinos, Árabe	#3.249 de 5.004 restaurantes en Buenos Aires	2 opiniones	Colegiales Avenida Alvarez Thomas 1192, Buenos Aires C1427CCY Argentina	+54 11 6731-1127	http://www.lacalesita.com.ar/	ui_bubble_rating bubble_50			
Persicco		#3.255 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenue Cramer Mendoza, Buenos Aires 1405 Argentina	+54 11 6731-1127	http://persicco.com/	ui_bubble_rating bubble_40			
Green Eat	Comida rápida	#3.258 de 5.004 restaurantes en Buenos Aires	14 opiniones	Avenida Olazabal 2418, Buenos Aires C1428DHT Argentina	+54 11 6731-1127	http://greeneat.com.ar/	ui_bubble_rating bubble_35			
Corto Maltés Café	Italiana, Mediterránea, Española, Argentina, Sudamericana	#3.259 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Juan de Garay 385 entre Defensa y Balcarce, Buenos Aires C1153ABB Argentina	5432219621		ui_bubble_rating bubble_45			
The Wine Bar	Española, Argentina, Sudamericana	#3.261 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Jose Ignacio Gorriti 5646, Buenos Aires C1414BKF Argentina	+54 9 11 2399-8256		ui_bubble_rating bubble_50			
Sushi Placer		#3.263 de 5.004 restaurantes en Buenos Aires	2 opiniones	Virrey Cevallos 654, Buenos Aires Argentina	43811289	http://www.sushiplacer.com.ar/	ui_bubble_rating bubble_50			
Mulata Café De Especialidad	Latina, Española	#3.269 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Guatemala 4602, Buenos Aires C1425BUL Argentina	+54 11 5508-6633	https://mulatacafedeespecialidad.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_50			
L´Carrá	Mediterránea, Argentina, Sudamericana	#3.271 de 5.004 restaurantes en Buenos Aires	2 opiniones	Calle Lavalle 1609 Entre Rodriguez Peña y Montevideo, Buenos Aires C1048AAM Argentina	+54 11 4373-7562	https://www.facebook.com/lacarra2018/?rf=425429611208053	ui_bubble_rating bubble_50			
RN Burger Sin Gluten	Almuerzo, Cena, Bebidas	#3.296 de 5.004 restaurantes en Buenos Aires	2 opiniones	Vidal 1631, Buenos Aires 1426 Argentina	+54 11 4785-1612	https://rnsingluten.negocio.site/?utm_source=gmb&utm_medium=referral	ui_bubble_rating bubble_50			
La Nueva Coruna		#3.310 de 5.004 restaurantes en Buenos Aires	13 opiniones	Bolivar 982 San Telmo, Buenos Aires Argentina	+54 11 4300-8535		ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
Donkeys & Friends	Mexicana, Comida rápida, Turca, Fusión, Árabe	#3.321 de 5.004 restaurantes en Buenos Aires	66 opiniones	Thames 1889, Buenos Aires C1414DDK Argentina	+54 11 4833-5187	http://www.facebook.com/donkeysandfriends	ui_bubble_rating bubble_40	ui_bubble_rating bubble_40	ui_bubble_rating bubble_45	ui_bubble_rating bubble_40
The Pinta Bar	Almuerzo, Cena	#3.329 de 5.004 restaurantes en Buenos Aires	18 opiniones	Reconquista 701, Buenos Aires C1049 Argentina	+54 11 4312-8701	https://www.facebook.com/thepintabar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Henri Sushi & Cocktails	Japonesa, Bar, Café, Sushi, Pub, Bar de vinos	#3.331 de 5.004 restaurantes en Buenos Aires	2 opiniones	Avenida Callao 1880, Buenos Aires C1024AAR Argentina	+54 11 6299-1888	http://bressonbrokers.com/espacio/	ui_bubble_rating bubble_50			
Subway	Comida para llevar	#3.340 de 5.004 restaurantes en Buenos Aires	18 opiniones	Avenida Corrientes 2927, Buenos Aires C1193AAB Argentina	+54 11 6299-1888	http://www.subwayargentina.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
La Covacha Bar	Cervecería, Bar, Pub, Bar de vinos, Argentina, Sudamericana	#3.341 de 5.004 restaurantes en Buenos Aires	4 opiniones	José A. Cabrera 5502 esquina Humboldt, Buenos Aires 1189 Argentina	+54 11 5527-5549		ui_bubble_rating bubble_40			
McDonald's	Almuerzo	#3.348 de 5.004 restaurantes en Buenos Aires	111 opiniones	Carlos Pellegrini 465 Lavalle y Avenue Corrientes, Buenos Aires Argentina	+54 11 5527-5549	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
El Simbolo Cafe Bar		#3.350 de 5.004 restaurantes en Buenos Aires	7 opiniones	Avenida Corrientes 3787, Buenos Aires C1194AAD Argentina	+54 11 5527-5549	https://www.facebook.com/ElSimboloCafeBar/	ui_bubble_rating bubble_35			
Burger King	Comida para llevar, Acceso para silla de ruedas	#3.355 de 5.004 restaurantes en Buenos Aires	39 opiniones	Avenida Cabildo 2301, Buenos Aires C1428AAF Argentina	+54 11 5527-5549	http://www.burgerking.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35
McDonalds Plaza Italia	Desayuno, Almuerzo	#3.362 de 5.004 restaurantes en Buenos Aires	80 opiniones	Avenida Santa Fe 4280, Buenos Aires C1425BHR Argentina	+54 11 5777-8346	http://www.mcdonalds.com.ar/	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
PARRILLA MOQUEHUA	Almuerzo, Cena	#3.369 de 5.004 restaurantes en Buenos Aires	4 opiniones	Av H Pueyrredón 1057, Buenos Aires 1405 Argentina	+54 11 4519-8889	http://www.parrillamoquehua.com/	ui_bubble_rating bubble_45			
La Birrería Palermo Viejo	Estadounidense, Cervecería, Bar, Pub, Argentina, Sudamericana	#3.371 de 5.004 restaurantes en Buenos Aires	2 opiniones	Acuña de Figueroa 1800 esquina Julián Álvarez, Buenos Aires 1188 Argentina	+54 11 4861-3644	http://labirreria.com.ar/	ui_bubble_rating bubble_50			
Pizzeria Kentucky	Comida para llevar	#3.376 de 5.004 restaurantes en Buenos Aires	25 opiniones	Honduras 4002- esquina Medrano Medrano, Buenos Aires C1180 Argentina	48644268	http://www.pizzeriaskentucky.com/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_25	ui_bubble_rating bubble_25	ui_bubble_rating bubble_30
Pizzeria Arsenio	Pizzería, Argentina, Sudamericana	#3.386 de 5.004 restaurantes en Buenos Aires	9 opiniones	Calle Suarez 1260, Buenos Aires C1288AEB Argentina	+54 11 4301-7894		ui_bubble_rating bubble_35			
Fresco	Italiana, Francesa, Estadounidense, Argentina, Sudamericana	#3.387 de 5.004 restaurantes en Buenos Aires	7 opiniones	Jeronimo Salguero 3350 Detras de Paseo Alcorta, Buenos Aires 1424 Argentina	+54 11 5483-0612	http://www.somosfresco.com.ar/	ui_bubble_rating bubble_35			
Mostaza - Alto Palermo	Comida para llevar, Asiento, Acceso para silla de ruedas	#3.388 de 5.004 restaurantes en Buenos Aires	52 opiniones	Av. Sta Fe 3253 Palermo, Buenos Aires 1425 Argentina	+54 11 4824-2915	http://www.mostazaweb.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_35
Mi Barrio Hamburguesería	Estadounidense, Comida rápida, Argentina, Sudamericana	#3.391 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avenida Monroe 4392, Buenos Aires C1430BLU Argentina	+54 11 4545-4865	https://www.facebook.com/mibarriohamburgueseria/	ui_bubble_rating bubble_40			
Café Martinez	Argentina, Sudamericana	#3.392 de 5.004 restaurantes en Buenos Aires	6 opiniones	Av. Pedro Goyena 314, Buenos Aires C1424BSQ Argentina	+54 11 4922-5072	http://www.cafemartinez.com/index.php	ui_bubble_rating bubble_35			
Joffer's Cerveceria	Pizzería, Comida rápida	#3.411 de 5.004 restaurantes en Buenos Aires	7 opiniones	Tte General Juan Domingo Peron 3926, Buenos Aires C1198AAX Argentina	+54 11 3559-5665	https://www.facebook.com/JoffersCerveceriaCultural/	ui_bubble_rating bubble_35			
Rocío en Miami		#3.412 de 5.004 restaurantes en Buenos Aires	8 opiniones	Balcarce 284 Esquina com Moreno, Buenos Aires Argentina	+54 11 4342-6340		ui_bubble_rating bubble_40			
Rulo's		#3.423 de 5.004 restaurantes en Buenos Aires	10 opiniones	Echeverria 1290 Miñones, Buenos Aires Argentina	4782 5111		ui_bubble_rating bubble_35			
La Fusta		#3.427 de 5.004 restaurantes en Buenos Aires	3 opiniones	Avenida Cabildo 101, Buenos Aires C1426AAB Argentina	+54 11 4899-2551	https://www.facebook.com/La-Fusta-Cafe-Bar-522535087783285/	ui_bubble_rating bubble_45			
Skål Cervecería	Cervecería, Bar, Pizzería, Comida rápida, Gastropub	#3.428 de 5.004 restaurantes en Buenos Aires	7 opiniones	Moldes 2748, Buenos Aires C1428CRT CABA Argentina	+54 11 3881-8870	https://www.facebook.com/CerveceriaSkal/	ui_bubble_rating bubble_35			
La Bakery Confiteria y Panaderia	Kosher	#3.441 de 5.004 restaurantes en Buenos Aires	7 opiniones	Calle Guardia Vieja 3540, Buenos Aires C1192AAF Argentina	+54 11 4864-2408	http://www.labakerykosher.com/	ui_bubble_rating bubble_35			
Pizza de Antes	Almuerzo, Cena	#3.455 de 5.004 restaurantes en Buenos Aires	12 opiniones	Calle Jeronimo Salguero 293, Buenos Aires C1177AEC Argentina	+54 11 4982-7371		ui_bubble_rating bubble_35	ui_bubble_rating bubble_40	ui_bubble_rating bubble_35	ui_bubble_rating bubble_40
Charo		#3.457 de 5.004 restaurantes en Buenos Aires	5 opiniones	Avda. Scalabrini Ortiz 1771, Buenos Aires C1414DOE Argentina	+54 11 4832-7546	http://www.facebook.com/CharoTentate	ui_bubble_rating bubble_45			
Wok N`Beer		#3.467 de 5.004 restaurantes en Buenos Aires	4 opiniones	Calle Juramento 1634, Buenos Aires C1428DMV Argentina	+54 11 4782-5320	https://wok-n-beer.negocio.site/	ui_bubble_rating bubble_40			
El noble	Almuerzo	#3.471 de 5.004 restaurantes en Buenos Aires	78 opiniones	Galerias Pacifico, Buenos Aires Argentina	63334444	http://www.elnoble.com.ar/	ui_bubble_rating bubble_35	ui_bubble_rating bubble_35	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
Amores Tintos	Internacional, Fusión, Argentina, Sudamericana	#3.473 de 5.004 restaurantes en Buenos Aires	3 opiniones	Calle Jose Ignacio Gorriti 4202, Buenos Aires C1414BJB Argentina	+54 9 11 4986-3973	http://www.amorestintos.com.ar/	ui_bubble_rating bubble_40			
Glow Garden	Reservas	#3.482 de 5.004 restaurantes en Buenos Aires	5 opiniones	Av. Pueyrredón 1202, Buenos Aires C1118AAP Argentina	+54 11 4961-2747	http://glowgarden.com.ar/	ui_bubble_rating bubble_40			
Lebron	Estadounidense, Cervecería, Bar, Pub, Argentina, Sudamericana	#3.485 de 5.004 restaurantes en Buenos Aires	2 opiniones	Junin 1771, Buenos Aires 1771 Argentina	+54 11 4961-2747	http://www.facebook.com/LebronBar/	ui_bubble_rating bubble_50			
McDonald's	Comida para llevar, Acceso para silla de ruedas	#3.486 de 5.004 restaurantes en Buenos Aires	32 opiniones	Florida 945, Buenos Aires Argentina	+54 11 4711-2500	http://www.mcdonalds.com.ar/locales	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30	ui_bubble_rating bubble_30
